run,operation,started,time,status,label,batch_size,lr,sample_file,epochs,hidden_size,loss_train,max_acc_train,loss_test,max_acc_test,acc_test,acc_train,output_size,tsample,tsr_stop,sc_true,sc_false,l1_loss_train,l2_loss_train,l1_loss_test,l2_loss_test,network,path,bin_duration,data_path,save_dir,threshold,prob
b3ec8155,vtsnn_slip:tact_ann,2020-03-18 14:54:19,0:05:02,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=600 hidden_size=32 lr=0.0001 output_size=2 sample_file=4,8,0.0001,4,600,32,7.94827974459622e-06,1.0,0.0995311290025711,0.949999988079071,0.8999999761581421,1.0,,,,,,,,,,,,,,,,
442b20da,vtsnn_slip:viz_ann,2020-03-18 14:53:42,0:06:45,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=400 hidden_size=30 lr=0.0001 output_size=2 sample_file=3,8,0.0001,3,400,30,0.0,1.0,0.07489104568958282,0.949999988079071,0.949999988079071,1.0,,,,,,,,,,,,,,,,
3e8f649f,vtsnn_slip:mm,2020-03-18 14:53:01,0:04:43,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=2 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,2,500,,0.09066666662693024,1.0,1.4122222661972046,1.0,1.0,1.0,,150,150,80,5,0.07762650400400162,373.9311828613281,0.07561534643173218,357.013427734375,,,,,,,
b4788af3,vtsnn_slip:mm_ann,2020-03-18 14:50:39,0:06:47,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=400 hidden_size=30 lr=0.0001 output_size=2 sample_file=2,8,0.0001,2,400,30,0.0,1.0,5.662441182607836e-08,1.0,1.0,1.0,,,,,,,,,,,,,,,,
847a0dba,vtsnn_slip:tact_ann,2020-03-18 14:49:25,0:04:53,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=600 hidden_size=32 lr=0.0001 output_size=2 sample_file=3,8,0.0001,3,600,32,3.250949157518335e-05,1.0,0.16211505234241486,0.949999988079071,0.8500000238418579,1.0,,,,,,,,,,,,,,,,
444569cd,vtsnn_slip:mm,2020-03-18 14:48:18,0:04:42,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=5 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,5,500,,0.04766666889190674,1.0,1.7011111974716187,1.0,1.0,1.0,,150,150,80,5,0.08296775072813034,399.52978515625,0.08937632292509079,467.30682373046875,,,,,,,
547ac915,vtsnn_slip:viz_ann,2020-03-18 14:47:11,0:06:31,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=400 hidden_size=30 lr=0.0001 output_size=2 sample_file=2,8,0.0001,2,400,30,7.450580707946131e-10,1.0,0.013292868621647358,1.0,0.949999988079071,1.0,,,,,,,,,,,,,,,,
29b9a1ac,vtsnn_slip:tact_ann,2020-03-18 14:44:36,0:04:48,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=600 hidden_size=32 lr=0.0001 output_size=2 sample_file=2,8,0.0001,2,600,32,2.1794810891151428e-05,1.0,0.10063999891281128,1.0,0.8999999761581421,1.0,,,,,,,,,,,,,,,,
c62804bd,vtsnn_slip:mm_ann,2020-03-18 14:44:08,0:06:30,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=400 hidden_size=30 lr=0.0001 output_size=2 sample_file=1,8,0.0001,1,400,30,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
fc20dba8,vtsnn_slip:mm,2020-03-18 14:43:36,0:04:41,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=4 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,4,500,,0.20200000703334808,1.0,2.7166666984558105,1.0,1.0,1.0,,150,150,80,5,0.0889536440372467,460.9584655761719,0.09785652160644531,519.11083984375,,,,,,,
dfaf71dd,vtsnn_slip:viz_ann,2020-03-18 14:41:40,0:05:30,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=400 hidden_size=30 lr=0.0001 output_size=2 sample_file=1,8,0.0001,1,400,30,0.0,1.0,2.1457671550706436e-07,1.0,1.0,1.0,,,,,,,,,,,,,,,,
ef133e78,vtsnn_slip:tact_ann,2020-03-18 14:41:01,0:03:35,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=600 hidden_size=32 lr=0.0001 output_size=2 sample_file=1,8,0.0001,1,600,32,2.57492069977161e-06,1.0,0.24358738958835602,0.8999999761581421,0.8500000238418579,1.0,,,,,,,,,,,,,,,,
18733541,vtsnn_slip:mm,2020-03-18 14:39:33,0:04:02,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=3 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,3,500,,0.20133332908153534,1.0,3.72444486618042,1.0,1.0,1.0,,150,150,80,5,0.09649872034788132,529.5809936523438,0.08856561034917831,465.9512634277344,,,,,,,
632c7c7d,vtsnn_slip:mm,2020-03-18 14:35:29,0:04:04,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=2 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,2,500,,0.08033333718776703,1.0,1.3977779150009155,1.0,1.0,1.0,,150,150,80,5,0.0959015041589737,519.4422607421875,0.09407367557287216,500.29150390625,,,,,,,
7d72cc26,vtsnn_slip:viz,2020-03-18 14:33:48,0:03:55,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=5 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,5,500,,0.12666666507720947,1.0,2.9977777004241943,1.0,1.0,1.0,,150,150,80,5,0.03186497837305069,131.7103729248047,0.03568188101053238,153.36514282226562,,,,,,,
851ed18c,vtsnn_slip:mm,2020-03-18 14:31:36,0:03:52,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=1 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,1,500,,0.10833332687616348,1.0,1.6188888549804688,1.0,1.0,1.0,,150,150,80,5,0.08765352517366409,457.6657409667969,0.08770053088665009,472.2366638183594,,,,,,,
7f2b8cc1,vtsnn_slip:tact,2020-03-18 14:31:04,0:03:58,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=5 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,5,700,32,0.31666669249534607,1.0,48.95222091674805,0.8500000238418579,0.800000011920929,1.0,,150,150,80,5,0.056557293981313705,113.37226867675781,0.05306423828005791,105.40560150146484,,,,,,,
e1a5300a,vtsnn_slip:viz,2020-03-18 14:29:52,0:03:55,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=4 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,4,500,,0.09833332896232605,1.0,0.3422222137451172,1.0,1.0,1.0,,150,150,80,5,0.03195919468998909,132.07528686523438,0.03478245437145233,148.66912841796875,,,,,,,
0779ae8d,vtsnn_slip:tact,2020-03-18 14:27:49,0:03:15,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=4 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,4,700,32,0.29333335161209106,1.0,51.99555587768555,0.949999988079071,0.75,1.0,,150,150,80,5,0.05964323505759239,106.7162094116211,0.058194443583488464,101.96484375,,,,,,,
39da604c,vtsnn_slip:viz,2020-03-18 14:26:17,0:03:34,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=3 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,3,500,,0.24800001084804535,1.0,6.247777462005615,1.0,1.0,1.0,,150,150,80,5,0.03294871747493744,138.1359405517578,0.030889682471752167,124.72835540771484,,,,,,,
3d5bfd6f,vtsnn_slip:tact,2020-03-18 14:24:34,0:03:15,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=3 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,3,700,32,0.543999969959259,1.0,37.10444641113281,0.8500000238418579,0.800000011920929,1.0,,150,150,80,5,0.061864592134952545,127.27656555175781,0.05950520932674408,119.92253112792969,,,,,,,
17185123,vtsnn_slip:viz,2020-03-18 14:22:45,0:03:32,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=2 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,2,500,,0.16433334350585938,1.0,0.6711111068725586,1.0,1.0,1.0,,150,150,80,5,0.03249593824148178,135.5670166015625,0.03222645819187164,132.30923461914062,,,,,,,
f3c717d1,vtsnn_slip:tact,2020-03-18 14:21:20,0:03:13,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=2 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,2,700,32,0.4436666667461395,1.0,31.78444480895996,0.8999999761581421,0.8999999761581421,1.0,,150,150,80,5,0.04747656732797623,88.2455062866211,0.049270838499069214,95.04167175292969,,,,,,,
23954dde,vtsnn_slip:viz,2020-03-18 14:19:15,0:03:30,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=1 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,1,500,,0.14100001752376556,1.0,0.42888888716697693,1.0,1.0,1.0,,150,150,80,5,0.032163240015506744,133.3785400390625,0.034330159425735474,145.6699676513672,,,,,,,
44f8c02a,vtsnn_slip:tact,2020-03-18 14:18:07,0:03:12,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=1 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,1,700,32,0.3113333582878113,1.0,36.0444450378418,0.8999999761581421,0.8500000238418579,1.0,,150,150,80,5,0.061294276267290115,110.6810531616211,0.05665798485279083,102.466796875,,,,,,,
4e006347,vtsnn_slip:viz,2020-03-18 14:15:46,0:03:28,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=5 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,5,500,,0.20600000023841858,1.0,3.8988890647888184,1.0,1.0,1.0,,150,150,80,5,0.03186497837305069,131.7103729248047,0.03568188101053238,153.36514282226562,,,,,,,
2475769b,vtsnn_slip:tact,2020-03-18 14:14:56,0:03:11,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=5 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,5,700,32,0.31700003147125244,1.0,44.727779388427734,0.8999999761581421,0.8500000238418579,1.0,,150,150,80,5,0.06597656011581421,139.26895141601562,0.0611979179084301,132.98959350585938,,,,,,,
9111353e,vtsnn_slip:viz,2020-03-18 14:12:21,0:03:25,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=4 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,4,500,,0.09933333843946457,1.0,0.39444443583488464,1.0,1.0,1.0,,150,150,80,5,0.03195919468998909,132.07528686523438,0.03478245437145233,148.66912841796875,,,,,,,
5c383413,vtsnn_slip:tact,2020-03-18 14:11:44,0:03:11,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=4 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,4,700,32,0.32366669178009033,1.0,49.785560607910156,1.0,0.8500000238418579,1.0,,150,150,80,5,0.05753384903073311,110.1787109375,0.056640625,107.166015625,,,,,,,
67ff860c,vtsnn_slip:viz,2020-03-18 14:08:59,0:03:21,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=3 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,3,500,,0.07666667550802231,1.0,2.516666889190674,1.0,1.0,1.0,,150,150,80,5,0.03294871747493744,138.1359405517578,0.030889682471752167,124.72835540771484,,,,,,,
6cb25e58,vtsnn_slip:tact,2020-03-18 14:08:35,0:03:09,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=3 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,3,700,32,0.30800002813339233,1.0,38.29888916015625,0.8500000238418579,0.8500000238418579,1.0,,150,150,80,5,0.04755469039082527,97.87676239013672,0.04483507201075554,92.93685150146484,,,,,,,
3701561e,vtsnn_slip:viz,2020-03-18 14:05:39,0:03:19,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=2 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,2,500,,0.15733332931995392,1.0,0.7733333110809326,1.0,1.0,1.0,,150,150,80,5,0.03249593824148178,135.5670166015625,0.03222645819187164,132.30923461914062,,,,,,,
a35a10ce,vtsnn_slip:tact,2020-03-18 14:05:26,0:03:08,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=2 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,2,700,32,0.3473333418369293,1.0,30.541112899780273,0.949999988079071,0.8999999761581421,1.0,,150,150,80,5,0.05516406521201134,103.29668426513672,0.05562500283122063,107.52083587646484,,,,,,,
0a696eb4,vtsnn_slip:viz,2020-03-18 14:02:23,0:03:16,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=5 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,5,500,,0.15033333003520966,1.0,0.4188888967037201,1.0,1.0,1.0,,150,150,80,5,0.03186497837305069,131.7103729248047,0.03568188101053238,153.36514282226562,,,,,,,
9f5b682e,vtsnn_slip:tact,2020-03-18 14:02:16,0:03:10,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=5 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,5,700,32,0.23366665840148926,1.0,39.17444610595703,0.8999999761581421,0.800000011920929,1.0,,150,150,80,5,0.055044274777173996,113.3490219116211,0.05160590261220932,110.88607025146484,,,,,,,
983bff81,vtsnn_slip:tact,2020-03-18 13:59:10,0:03:05,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=4 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,4,700,32,0.2943333387374878,1.0,34.823333740234375,1.0,0.800000011920929,1.0,,150,150,80,5,0.06074218824505806,120.8119125366211,0.06359376013278961,127.51042175292969,,,,,,,
ce6ddb13,vtsnn_slip:viz,2020-03-18 13:59:06,0:03:16,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=4 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,4,500,,0.15133333206176758,1.0,1.2766667604446411,1.0,1.0,1.0,,150,150,80,5,0.03195919468998909,132.07528686523438,0.03478245437145233,148.66912841796875,,,,,,,
1164b9ab,vtsnn_slip:viz,2020-03-18 13:56:01,0:03:05,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=3 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,3,500,,0.0716666728258133,1.0,4.228888988494873,1.0,1.0,1.0,,150,150,80,5,0.03294871747493744,138.1359405517578,0.030889682471752167,124.72835540771484,,,,,,,
c2ecfdc9,vtsnn_slip:tact,2020-03-18 13:55:56,0:03:14,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=3 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,3,700,32,0.3316666781902313,1.0,30.091110229492188,0.8500000238418579,0.8500000238418579,1.0,,150,150,80,5,0.05259896069765091,102.8980484008789,0.050399310886859894,99.01171875,,,,,,,
55a8e482,vtsnn_slip:viz,2020-03-18 13:52:59,0:03:01,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=2 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,2,500,,0.07933332771062851,1.0,0.5844444632530212,1.0,1.0,1.0,,150,150,80,5,0.03249593824148178,135.5670166015625,0.03222645819187164,132.30923461914062,,,,,,,
b6286d02,vtsnn_slip:tact,2020-03-18 13:52:41,0:03:14,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=2 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,2,700,32,0.3866666853427887,1.0,32.94778060913086,0.949999988079071,0.8999999761581421,1.0,,150,150,80,5,0.06458594650030136,130.0009765625,0.06455729901790619,135.0279998779297,,,,,,,
cc1bf59b,vtsnn_slip:viz,2020-03-18 13:50:00,0:02:59,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=1 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,1,500,,0.09066667407751083,1.0,0.47888892889022827,1.0,1.0,1.0,,150,150,80,5,0.032163240015506744,133.3785400390625,0.034330159425735474,145.6699676513672,,,,,,,
570083fe,vtsnn_slip:tact,2020-03-18 13:49:33,0:03:08,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=1 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,1,700,32,0.4073333740234375,1.0,39.59000015258789,0.8999999761581421,0.800000011920929,1.0,,150,150,80,5,0.053723957389593124,111.78242492675781,0.04900173842906952,103.45247650146484,,,,,,,
9339d976,vtsnn_slip:mm_ann,2020-03-18 13:40:37,0:05:56,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=400 hidden_size=30 lr=0.0001 output_size=2 sample_file=1,8,0.0001,1,400,30,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
bc38b7cf,vtsnn_slip:viz_ann,2020-03-18 13:33:40,0:05:59,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=400 hidden_size=30 lr=0.0001 output_size=2 sample_file=1,8,0.0001,1,400,30,0.0,1.0,5.662441182607836e-08,1.0,1.0,1.0,,,,,,,,,,,,,,,,
5cc3a741,vtsnn_slip:downsample,2020-03-18 13:31:59,0:00:28,completed,count=100 network=/home/…/network.yaml path=/home/…/bin_150,,,,,,,,,,,,,,,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/slip_detection/network.yaml,/home/tasbolat/some_python_examples/data_VT_SNN/slip_data/bin_150/,,,,,
0a2aaa62,vtsnn_slip:downsample,2020-03-18 13:31:21,0:00:12,completed,count=100 network=/home/…/network.yaml path=/home/…/bin_150,,,,,,,,,,,,,,,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/slip_detection/network.yaml,/home/tasbolat/some_python_examples/data_VT_SNN/slip_data/bin_150/,,,,,
cd66bc9a,vtsnn_slip:tact_ann,2020-03-18 13:21:51,0:04:27,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=600 hidden_size=32 lr=0.0001 output_size=2 sample_file=1,8,0.0001,1,600,32,8.99396854947554e-06,1.0,0.21010279655456543,0.949999988079071,0.8500000238418579,1.0,,,,,,,,,,,,,,,,
ce4c8f5d,vtsnn_slip:mm,2020-03-18 13:15:27,0:03:35,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=1 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,1,500,,0.03700000047683716,1.0,1.2477779388427734,1.0,1.0,1.0,,150,150,80,5,0.09496463090181351,479.4576110839844,0.0985153540968895,519.720703125,,,,,,,
6221ea7b,vtsnn_slip:viz,2020-03-18 13:07:05,0:03:24,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=500 lr=0.001 output_size=2 sample_file=1 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,1,500,,0.07233333587646484,1.0,0.42000001668930054,1.0,1.0,1.0,,150,150,80,5,0.032163240015506744,133.3785400390625,0.034330159425735474,145.6699676513672,,,,,,,
a72caffc,vtsnn_slip:tact,2020-03-18 13:02:16,0:02:46,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/bin_150 epochs=700 hidden_size=32 lr=0.001 output_size=2 sample_file=1 sc_false=5 sc_true=80 tsample=150 tsr_stop=150,8,0.001,1,700,32,0.35433337092399597,1.0,34.08555603027344,0.8999999761581421,0.8500000238418579,1.0,,150,150,80,5,0.05697135254740715,109.85566711425781,0.05137152969837189,98.54817962646484,,,,,,,
14575336,vtsnn_slip:downsample,2020-03-18 12:48:18,0:00:11,completed,count=100 network=/home/…/network.yaml path=/home/…/bin_150,,,,,,,,,,,,,,,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/slip_detection/network.yaml,/home/tasbolat/some_python_examples/data_VT_SNN/slip_data/bin_150/,,,,,
577739af,vtsnn_slip:prepare-data,2020-03-18 12:47:00,0:00:19,completed,bin_duration=0.001 data_path=/datasets/…/slip2 save_dir=/home/…/bin_150 threshold=1,,,,,,,,,,,,,,,,,,,,,,,0.001,/datasets/eventdata/slip2/,/home/tasbolat/some_python_examples/data_VT_SNN/slip_data/bin_150/,1,
23abec37,vtsnn_slip:prepare-data,2020-03-18 12:46:12,0:00:19,completed,bin_duration=0.001 data_path=/datasets/…/slip2 save_dir=/home/…/bin_150 threshold=1,,,,,,,,,,,,,,,,,,,,,,,0.001,/datasets/eventdata/slip2/,/home/tasbolat/some_python_examples/data_VT_SNN/slip_data/bin_150/,1,
1ad4d794,vtsnn_slip:prepare-data,2020-03-18 12:44:58,0:00:19,completed,bin_duration=0.001 data_path=/datasets/…/slip2 save_dir=/home/…/bin_150 threshold=1,,,,,,,,,,,,,,,,,,,,,,,0.001,/datasets/eventdata/slip2/,/home/tasbolat/some_python_examples/data_VT_SNN/slip_data/bin_150/,1,
a290b7a3,vtsnn:viz_ann,2020-03-14 16:44:24,0:19:27,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=400 hidden_size=30 lr=0.0001 sample_file=5,8,0.0001,5,400,30,1.7732381252244522e-07,1.0,0.4582618176937103,0.4333333373069763,0.4000000059604645,1.0,,,,,,,,,,,,,,,,
5f278820,vtsnn:viz_ann,2020-03-14 16:25:01,0:19:22,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=400 hidden_size=30 lr=0.0001 sample_file=4,8,0.0001,4,400,30,5.419055355559976e-07,1.0,0.40054556727409363,0.4833333194255829,0.36666667461395264,1.0,,,,,,,,,,,,,,,,
fe032d98,vtsnn:viz_ann,2020-03-14 16:05:40,0:19:20,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=400 hidden_size=30 lr=0.0001 sample_file=3,8,0.0001,3,400,30,7.048249131003104e-07,1.0,0.28480666875839233,0.5833333134651184,0.5166666507720947,1.0,,,,,,,,,,,,,,,,
79150d0b,vtsnn:viz_ann,2020-03-14 15:46:20,0:19:20,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=400 hidden_size=30 lr=0.0001 sample_file=2,8,0.0001,2,400,30,4.157423916240077e-07,1.0,0.401396781206131,0.5166666507720947,0.46666666865348816,1.0,,,,,,,,,,,,,,,,
8efc7f89,vtsnn:viz_ann,2020-03-14 15:26:53,0:19:26,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=400 hidden_size=30 lr=0.0001 sample_file=1,8,0.0001,1,400,30,2.006689641120829e-07,1.0,0.37232258915901184,0.5166666507720947,0.38333332538604736,1.0,,,,,,,,,,,,,,,,
6883ef49,vtsnn:tac_rpg,2020-03-12 15:02:21,0:00:58,completed,batch_size=4 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=40 lr=0.0001 sample_file=0,4,0.0001,0,40,,0.011036696843802929,1.0,0.13605549931526184,0.7833333611488342,0.7666666507720947,1.0,,,,,,,,,,,,,,,,
4faf8626,vtsnn:tac_rpg,2020-03-12 15:00:07,0:02:13,completed,batch_size=4 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=40 lr=0.0001 sample_file=0,4,0.0001,0,40,,0.010071562603116035,1.0,0.1323261559009552,0.8166666626930237,0.800000011920929,1.0,,,,,,,,,,,,,,,,
8eb3c696,vtsnn:vis_rpg,2020-03-12 14:59:41,0:02:14,completed,batch_size=4 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=20 lr=0.0001 sample_file=0,4,0.0001,0,20,,0.006987161003053188,1.0,0.09957604110240936,0.8999999761581421,0.8666666746139526,1.0,,,,,,,,,,,,,,,,
287d59e5,vtsnn:vis_rpg,2020-03-12 14:57:26,0:02:15,completed,batch_size=4 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=20 lr=0.0001 sample_file=0,4,0.0001,0,20,,0.009487045928835869,1.0,0.1674218326807022,0.8833333253860474,0.8500000238418579,1.0,,,,,,,,,,,,,,,,
d5d3393d,vtsnn:tac_rpg,2020-03-12 14:57:09,0:02:58,completed,batch_size=4 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=40 lr=0.0001 sample_file=0,4,0.0001,0,40,,0.01205946784466505,1.0,0.12517297267913818,0.8500000238418579,0.8500000238418579,1.0,,,,,,,,,,,,,,,,
f962e177,vtsnn:vis_rpg,2020-03-12 14:55:34,0:01:51,completed,batch_size=4 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=20 lr=0.0001 sample_file=0,4,0.0001,0,20,,0.005798631813377142,1.0,0.11589225381612778,0.8999999761581421,0.8500000238418579,1.0,,,,,,,,,,,,,,,,
2b71c13b,vtsnn:vis_rpg,2020-03-11 21:29:10,0:05:22,completed,batch_size=4 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=20 lr=0.0001 sample_file=4,4,0.0001,4,20,,0.006233195308595896,1.0,0.2103581577539444,0.8333333134651184,0.8166666626930237,0.9958333373069763,,,,,,,,,,,,,,,,
5609126f,vtsnn:vis_rpg,2020-03-11 21:23:50,0:05:19,completed,batch_size=4 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=20 lr=0.0001 sample_file=4,4,0.0001,4,20,,0.004617885686457157,1.0,0.24520495533943176,0.8500000238418579,0.7666666507720947,1.0,,,,,,,,,,,,,,,,
